CLASS,LOC,LCOM,CBO,ELOC,COH,WMC,TCC,LCC,Halstead,DIT,NOC,RFC,MAINTAINABILITY
AbstrHttpConnectionExpiryHandler,1,1,0,1,1,1,1,1,1,0,0,1
