TP;TN;FP;FN;Accuracy; Precision; Recall; fmeasure; areaUnderROC; MCC
340.0;49.0;2.0;0.0;0.9948849104859335;0.9941520467836257;1.0;0.9970674486803519;1.0;0.9773257860139563
