TP;TN;FP;FN;Accuracy; Precision; Recall; fmeasure; areaUnderROC; MCC
103.0;10.0;3.0;0.0;0.9741379310344828;0.9716981132075472;1.0;0.985645933014354;1.0;0.8645577407453644
