Commit Hash,Class Name,LOC,LCOM,CBO,ELOC,COH,McCabe,TCC,HALSTAD,DIT,NOC,RFC,MESSAGE
8217d359e077c2f73c4596e0e7c4445b2bab9401,Http2OrHttpHandlerTest,76,0,17,22,0,1,0,271,0,0,12,core: make session context final
8217d359e077c2f73c4596e0e7c4445b2bab9401,ServerTest,88,6,22,36,0,4,0,357,0,0,17,core: make session context final
8217d359e077c2f73c4596e0e7c4445b2bab9401,SocketAddressPropertyTest,168,66,20,89,0,12,0,369,0,0,89,core: make session context final
8217d359e077c2f73c4596e0e7c4445b2bab9401,SslHandshakeInfoHandlerTest,75,1,17,27,0,2,0,270,0,0,21,core: make session context final
8217d359e077c2f73c4596e0e7c4445b2bab9401,ClientSslContextFactoryTest,46,1,5,13,0,2,0,91,0,0,8,core: make session context final
8217d359e077c2f73c4596e0e7c4445b2bab9401,OriginTimeoutManagerTest,137,0,16,60,0,8,3,384,0,0,42,core: make session context final
8217d359e077c2f73c4596e0e7c4445b2bab9401,OriginNameTest,81,15,5,36,0,6,0,159,0,0,25,core: make session context final
8217d359e077c2f73c4596e0e7c4445b2bab9401,CurrentPassportTest,92,15,4,37,0,6,0,219,0,0,32,core: make session context final
8217d359e077c2f73c4596e0e7c4445b2bab9401,StaticFilterLoaderTest,133,0,12,59,1,2,0,350,0,0,12,core: make session context final
8217d359e077c2f73c4596e0e7c4445b2bab9401,ErrorStatsDataTest,56,1,6,23,0,2,0,159,0,0,8,core: make session context final
8217d359e077c2f73c4596e0e7c4445b2bab9401,ErrorStatsManagerTest,53,1,6,22,0,2,0,146,0,0,10,core: make session context final
8217d359e077c2f73c4596e0e7c4445b2bab9401,RouteStatusCodeMonitorTest,56,1,6,25,0,2,0,175,0,0,8,core: make session context final
8217d359e077c2f73c4596e0e7c4445b2bab9401,StatsManagerTest,121,15,12,61,0,6,0,446,0,0,35,core: make session context final
8217d359e077c2f73c4596e0e7c4445b2bab9401,HttpUtilsTest,58,6,7,22,0,4,0,149,0,0,13,core: make session context final
8217d359e077c2f73c4596e0e7c4445b2bab9401,JsonUtilityTest,175,36,7,100,0,9,0,450,0,0,38,core: make session context final
8217d359e077c2f73c4596e0e7c4445b2bab9401,VipUtilsTest,48,1,4,20,0,2,0,132,0,0,6,core: make session context final
8217d359e077c2f73c4596e0e7c4445b2bab9401,DiscoveryResult,241,0,11,155,0,34,9,1545,0,0,81,core: make session context final
8217d359e077c2f73c4596e0e7c4445b2bab9401,DynamicServerResolver,97,1,15,43,0,6,1,513,0,0,26,core: make session context final
8217d359e077c2f73c4596e0e7c4445b2bab9401,NonDiscoveryServer,57,4,2,24,0,5,0,349,0,0,9,core: make session context final
8217d359e077c2f73c4596e0e7c4445b2bab9401,ResolverResult,34,3,0,9,0,3,0,140,0,0,3,core: make session context final
8217d359e077c2f73c4596e0e7c4445b2bab9401,SimpleMetaInfo,47,0,1,19,1,4,1,226,0,0,7,core: make session context final
8217d359e077c2f73c4596e0e7c4445b2bab9401,Resolver,45,3,0,19,0,3,0,285,0,0,3,core: make session context final
8217d359e077c2f73c4596e0e7c4445b2bab9401,ResolverListener,34,0,1,11,0,1,0,148,0,0,1,core: make session context final
8217d359e077c2f73c4596e0e7c4445b2bab9401,DiscoveryResultTest,182,36,12,76,0,9,0,404,0,0,81,core: make session context final
8217d359e077c2f73c4596e0e7c4445b2bab9401,DynamicServerResolverTest,92,3,14,32,0,3,0,278,0,0,20,core: make session context final
8217d359e077c2f73c4596e0e7c4445b2bab9401,GroovyCompiler,65,3,6,29,0,3,0,368,0,0,8,core: make session context final
8217d359e077c2f73c4596e0e7c4445b2bab9401,GroovyFileFilter,28,0,2,8,0,1,0,81,0,0,2,core: make session context final
8217d359e077c2f73c4596e0e7c4445b2bab9401,FilterInfo,243,19,4,151,0,18,3,1582,0,0,31,core: make session context final
8217d359e077c2f73c4596e0e7c4445b2bab9401,FilterVerifier,79,10,5,40,0,5,0,525,0,0,16,core: make session context final
8217d359e077c2f73c4596e0e7c4445b2bab9401,GroovyCompilerTest,55,0,9,21,0,1,0,218,0,0,9,core: make session context final
8217d359e077c2f73c4596e0e7c4445b2bab9401,GroovyFileFilterTest,41,0,6,10,0,1,0,90,0,0,4,core: make session context final
8217d359e077c2f73c4596e0e7c4445b2bab9401,FilterVerifierTest,154,0,9,36,0,3,1,507,0,0,21,core: make session context final
8217d359e077c2f73c4596e0e7c4445b2bab9401,GuiceFilterFactory,39,0,5,9,1,2,0,101,0,0,4,core: make session context final
8217d359e077c2f73c4596e0e7c4445b2bab9401,ZuulFiltersModule,130,0,18,54,0,4,0,638,1,0,28,core: make session context final
8217d359e077c2f73c4596e0e7c4445b2bab9401,BaseInjectionIntegTest,39,0,5,11,1,1,0,163,0,0,2,core: make session context final
8217d359e077c2f73c4596e0e7c4445b2bab9401,GuiceFilterFactoryIntegTest,47,0,6,11,1,2,0,97,1,0,6,core: make session context final
8217d359e077c2f73c4596e0e7c4445b2bab9401,TestGuiceConstructorFilter,53,10,5,18,0,5,0,134,1,0,5,core: make session context final
8217d359e077c2f73c4596e0e7c4445b2bab9401,TestGuiceFieldFilter,49,6,5,15,0,4,0,112,1,0,4,core: make session context final
8217d359e077c2f73c4596e0e7c4445b2bab9401,InitTestModule,34,0,6,7,0,1,0,48,1,0,5,core: make session context final
8217d359e077c2f73c4596e0e7c4445b2bab9401,TestZuulFilter,44,6,3,14,0,4,0,98,1,0,4,core: make session context final
8217d359e077c2f73c4596e0e7c4445b2bab9401,ZuulFiltersModuleIntegTest,57,1,10,17,0,2,0,135,1,0,7,core: make session context final
8217d359e077c2f73c4596e0e7c4445b2bab9401,ZuulFiltersModuleTest,132,0,9,57,1,7,3,280,0,0,54,core: make session context final
8217d359e077c2f73c4596e0e7c4445b2bab9401,TestZuulFilter2,44,6,3,14,0,4,0,98,1,0,4,core: make session context final
8217d359e077c2f73c4596e0e7c4445b2bab9401,FilterProcessor,142,6,31,76,0,4,0,738,1,0,35,core: make session context final
8217d359e077c2f73c4596e0e7c4445b2bab9401,FilterProcessorTest,48,0,9,9,0,1,0,76,0,0,6,core: make session context final
8217d359e077c2f73c4596e0e7c4445b2bab9401,SubpackageFilter,25,0,3,2,0,0,0,16,1,0,0,core: make session context final
8217d359e077c2f73c4596e0e7c4445b2bab9401,OverrideFilter,25,0,3,2,0,0,0,16,1,0,0,core: make session context final
8217d359e077c2f73c4596e0e7c4445b2bab9401,TestFilter,96,78,7,44,0,13,0,288,0,0,13,core: make session context final
8217d359e077c2f73c4596e0e7c4445b2bab9401,TopLevelFilter,48,0,2,15,0,0,0,124,1,0,0,core: make session context final
8217d359e077c2f73c4596e0e7c4445b2bab9401,Bootstrap,68,1,4,34,0,2,0,403,0,0,13,core: make session context final
8217d359e077c2f73c4596e0e7c4445b2bab9401,Debug,50,3,3,16,0,3,0,216,1,0,9,core: make session context final
8217d359e077c2f73c4596e0e7c4445b2bab9401,SamplePushAuthHandler,65,3,9,26,0,3,0,522,1,0,10,core: make session context final
8217d359e077c2f73c4596e0e7c4445b2bab9401,SamplePushMessageSender,49,1,8,15,0,2,0,160,1,0,6,core: make session context final
8217d359e077c2f73c4596e0e7c4445b2bab9401,SamplePushMessageSenderInitializer,44,0,5,13,1,2,0,131,1,0,2,core: make session context final
8217d359e077c2f73c4596e0e7c4445b2bab9401,SamplePushUserAuth,58,0,1,26,0,6,0,185,0,0,6,core: make session context final
8217d359e077c2f73c4596e0e7c4445b2bab9401,SampleSSEPushChannelInitializer,52,0,5,17,1,2,0,200,1,0,5,core: make session context final
8217d359e077c2f73c4596e0e7c4445b2bab9401,SampleSSEPushClientProtocolHandler,71,0,11,21,0,1,0,274,1,0,13,core: make session context final
8217d359e077c2f73c4596e0e7c4445b2bab9401,SampleWebSocketPushChannelInitializer,50,0,7,19,1,2,0,215,1,0,6,core: make session context final
8217d359e077c2f73c4596e0e7c4445b2bab9401,SampleWebSocketPushClientProtocolHandler,68,0,7,36,1,1,0,410,1,0,11,core: make session context final
8217d359e077c2f73c4596e0e7c4445b2bab9401,SampleServerStartup,243,1,33,99,0,3,0,815,1,0,20,core: make session context final
8217d359e077c2f73c4596e0e7c4445b2bab9401,SampleService,48,1,4,15,0,3,0,154,0,0,6,core: make session context final
8217d359e077c2f73c4596e0e7c4445b2bab9401,ZuulSampleModule,93,0,28,29,0,1,0,283,1,0,9,core: make session context final
